Parish Name,Website
Blessed Sacrament Church,https://blessedsacramentnyc.org/
Blessed Sacrament Church,https://blessedsacramentchurchsi.org/
Blessed Sacrament Church,https://blessedsacramentnr.com/
Christ the King Church,https://christthekingcatholicchurch.com
Christ the King Church,https://ctkyonkers.org/
Corpus Christi - Notre Dame: Corpus Christi Church,https://ccnd-nyc.org/
Corpus Christi - Notre Dame: Notre Dame Church,https://ccnd-nyc.org/
East River Catholics: St. Frances Xavier Cabrini Church,https://eastrivercatholics.org/
East River Catholics: St. John Nepomucene Church,https://eastrivercatholics.org/
Epiphany Church,https://epiphanychurch.nyc/
Good Shepherd Church,https://goodshepherdnyc.org/
Guardian Angel - St. Columba Church,https://www.guardianangelstcolumba.org/
Holy Child Church,https://holychildsi.com
Holy Cross - St. John the Baptist Church,https://christinthecity.nyc/
Holy Cross Church,https://holycrossbronx.com/
Holy Cross Church,https://holycrosscallicoon.org
Holy Cross Church,https://www.holycrosscatholicparish.com/
Holy Family - Blessed Sacrament - St. John Vianney of Ars Church,https://holyfamilychurchbx.org/
Holy Family Church,https://holyfamilystatenisland.com/
Holy Family Church,https://churchholyfamily.org/
Holy Family Church,http://www.holy-family-church.com/
Holy Innocents Church,https://shrineofholyinnocents.org
Holy Innocents Church,https://hiparish.org/
Holy Name of Jesus - St. Gregory the Great Church,https://www.holynamenyc.org
Holy Name of Jesus Church,https://hnojotisville.com/
Holy Name of Jesus Church,https://hnjparish.com/
Holy Name of Jesus Church,https://www.holynameofjesuschurch.org/
Holy Name of Mary - Assumption Church,https://holynameofmary-assumption.org
Holy Name of Mary - Good Shepherd Church,https://holynameofmary.org
Holy Rosary - Nativity of the Blessed Lady Church,https://holyrosarybronx.org/
Holy Rosary Church,https://holyrosaryny.com
Holy Rosary Church,https://www.hrosarychurch.com/
Holy Rosary Church,https://holyrosaryhawthorne.org
Holy Spirit Church,https://holyspirit-cortlandtmanor.org
Holy Spirit Church,https://holyspiritchurchbronx.org/
Holy Trinity,https://holytrinitypoughkeepsie.com
Holy Trinity Church,https://htcny.org/
Immaculate Conception - Most Sacred Heart Church,https://stmarysportjervis.com/
Immaculate Conception - St. Anthony - St. Patrick Church,https://icsaamenia.org/
Immaculate Conception - St. Anthony: St. Anthony's Mission,https://stanthonypineplains.org
Immaculate Conception - St. Mary's Church,https://icmary.com
Immaculate Conception - St. Mary: Good Shepherd,Not Found
Immaculate Conception Church,https://iccmelrose.com
Immaculate Conception Church,https://icwoodbourne.com
Immaculate Conception Church,https://immaculatesp.org/
Immaculate Conception Church,https://iccbronx.org/
Immaculate Conception Church,https://iccirvington.org
Immaculate Conception Church,https://immaculateconception-nyc.org/
Immaculate Conception Church,https://www.immaculateconceptionkingston.com/
Immaculate Heart of Mary Church,https://www.ihm-parish.org
Incarnation Church,https://incarnationnyc.com
Infant Saviour Church,https://infantsaviour.org
Most Holy Redeemer - Nativity Church,https://mhr173.org/
Most Precious Blood - St. Benedict Church,https://mpbparish.com
Our Lady Help of Christians Church,https://olhcparish.org/
Our Lady of Angels Church,https://noblemaria.org/
Our Lady of Esperanza Church,Not Found
Our Lady of Fatima Church,https://olfplattekill.org
Our Lady of Fatima Portugese Center,https://fatima-port-church.org/
Our Lady of Good Counsel - St. Thomas More Church,https://olgcstm.org/
Our Lady of Good Counsel Church,https://olgcsi.org/
Our Lady of Loretto Church,https://ladyofloretto.org/
Our Lady of Lourdes Church,https://www.lourdesnyc.org/
Our Lady of Mercy Church,https://ourladyofmercyny.org/
Our Lady of Mount Carmel - St. Benedicta - St. Mary of the Assumption Church,https://olmcsi.org
Our Lady of Mount Carmel - St. Paul - Our Lady of Assumption Church,https://olmcmiddletown.org/
Our Lady of Mount Carmel - St. Paul - Our Lady of the Assumption: Our Lady of the Assumption Mission,https://ourladyoftheassumptionchurch.org/
Our Lady of Mount Carmel Church,https://olmcchurchelmsford.com
Our Lady of Mount Carmel Church,https://ourladymtcarmelbx.org
Our Lady of Mount Carmel Church,http://www.mountcarmelshrine.com/
Our Lady of Mount Carmel Church,http://ourladyofmtcarmel.church/
Our Lady of Perpetual Help - St. Catharine Church,https://www.olph-stcatharine.org/
Our Lady of Perpetual Help - St. Catharine: St. Catharine Church,https://olph-pelhammanor.org/
Our Lady of Pity - St. Anthony of Padua Church,https://stanthonysi.org
Our Lady of Pompeii Church,https://olpnyc.org
Our Lady of Refuge Church,https://ourladyofrefuge.com
Our Lady of Shkodra Church,https://www.albchurch.org/
Our Lady of Solace - St. Dominic's Church,https://www.solacedominic.org/
Our Lady of Sorrows Church,https://olsnyc.org/
Our Lady of Sorrows Church,https://www.olscc.com/church.html
Our Lady of the Assumption - St. Mary Star of the Sea: Our Lady of the Assumption Church,https://www.olasmss.com/home
Our Lady of the Assumption and St. Mary Star of the Sea: St. Mary Star of the Sea Church,https://www.olasmss.com/home
Our Lady of Victory - Sacred Heart Church,https://churchofourladyofvictory.org
Our Lady of Victory - St. Andrew Church,https://spcolr.org/
Our Lady Queen of Martyrs Church,https://olqmchurch.com/
Our Lady Queen of Peace Church - Our Lady of Lourdes,https://olqpchurch.org/
Our Lady Star of the Sea Church,https://olssparish.org/
Our Saviour - Chapel of the Sacred Hearts of Jesus and Mary: Chapel of the Sacred Hearts of Jesus and Mary,https://oursaviournyc.org
Our Saviour - Chapel of the Sacred Hearts of Jesus and Mary: Our Saviour Church,https://oursaviournyc.org
Our Saviour Church,https://churchoursaviour.org/
Presentation of the Blessed Virgin Mary and Sacred Heart: Presentation of the Blessed Virgin Mary Church,https://pbvmc.com/
Presentation of the Blessed Virgin Mary and Sacred Heart: Sacred Heart Church,https://pbvmc.com/
Regina Coeli Church,https://reginacoelihydepark.com
Resurrection Church,https://resrye.org/
Sacred Heart - Our Lady of Pompeii: Parish Office,https://sh-olp.com/
Sacred Heart - St. Francis of Assisi Church,https://bronxaltar.org
Sacred Heart Church,https://sacredheartparish.org/
Sacred Heart Church,https://sacredheartsi.org/
Sacred Heart Church,https://sacredheartyonkers.org/
Sacred Heart Church,https://shchartsdale.com/
Sacred Heart Church,https://sacredheartchurch.org
Sacred Heart of Jesus - Blessed Sacrament Church,https://sacredheart-highlandfalls.org/
Sacred Heart of Jesus Church,https://shjnycparish.org
Santa Maria Church,Not Found
St. Adalbert - St. Roch Church,https://stastr.org/
St. Aedan's Church,https://staedan.org/
St. Agnes,https://stagneschurchnyc.org
St. Aloysius - Gate of Heaven - Sacred Heart Church,https://staloysiuschurch.org
St. Aloysius Church,https://staloysiuschurchny.com/
St. Anastasia's Church,https://saintanastasiachurch.org/
St. Angela Merici Church,https://saintangelamericichurch.org/
St. Ann - St. Lucy Church,https://www.saint-ann.org/
St. Ann's Church,https://stannsyonkers.org/
St. Ann's Church,https://st-anns.com
St. Ann's Church,https://stannschurchstatenisland.org/
St. Anselm - St. Roch Church,https://stanselmnyc.org/
St. Anthony of Padua - Sacred Heart - St. Thomas Aquinas Church,https://stanthonychurchyulan.org/
St. Anthony of Padua Church,https://sapbronx.com
St. Anthony of Padua Church,https://sapwh.org/
St. Anthony of Padua Church,https://stanthonynyc.org/
St. Anthony's Church,https://thechurchofstanthony.com
St. Anthony's Church,https://stanthony-yonkers.org
St. Anthony's Church,https://stanthonybronx.org
St. Athanasius Church,https://stathanasiusbx.org/
St. Augustine - Our Lady of Victory Church,https://saolv.org
St. Augustine's Church,https://staugny.org
St. Augustine's Church,https://staugustinenewcity.org/
St. Augustine's Church,https://staugustinehighland.org
St. Augustine's Church,https://www.catholiclarchmont.org/
St. Barnabas Church,https://www.stbarnabasbronx.org/
St. Bartholomew's Church,http://www.saintbartsparish.org/
St. Benedict's Church,https://stbenedictchurchny.org
St. Bernard - St. Veronica Church: Our Lady of Guadalupe Shrine,https://guadalupeshrineny.org/
St. Bernard's Church,https://stbernardswp.com/
St. Brendan - St. Ann Church,https://saintbrendanchurch.org
St. Brigid - St. Emeric's Church,https://stbrigidstemeric.org/
St. Casimir's Church,https://casimir.church/en
St. Catharine of Alexandria Church,https://www.saintcatharines.org/
St. Catherine LaBoure - St. Colman Church Parish Office,https://www.parish383ny.com/
St. Catherine of Genoa Church,https://stcatherineofgenoanyc.org/
St. Cecilia - Holy Agony Church,https://saintceciliaparishnyc.org/
St. Charles Borromeo - Resurrection - All Saints Church,https://scbrchurch.org
St. Charles Borromeo - Resurrection - All Saints Church: Chapel of the Resurrection,https://scbrchurch.org/
St. Charles Borromeo Church,https://scbgardiner.org
St. Charles Church,https://stcharlessi.org
St. Christopher - St. Margaret Mary Church,https://scsmmsi.org/
St. Christopher - St. Patrick Church,https://chrispatparish.com/
St. Christopher - St. Sylvia and Good Shepherd - St. Joseph: Good Shepherd Church,https://gsrhinebeck.com
St. Christopher - St. Sylvia and Good Shepherd - St. Joseph: St. Christopher Church,https://stchrisredhook.org
St. Clare Church,https://www.stclaresi.com/
St. Clare of Assisi and St. Francis Xavier: St. Clare of Assisi Church,https://stfrancisxavierbronx.com/
St. Clare of Assisi and St. Francis Xavier: St. Francis Xavier Church,https://stfrancisxavierbronx.com/
St. Clement and St. Michael Church,Not Found
St. Columba Church,https://stcolumbachester.com
St. Columba Church,https://stcolumbaonline.org/
St. Columbanus Church,https://stcolumbanusparish.org
St. Cyril Church,http://www.slovenskacerkev-ny.si/
St. Elizabeth Ann Seton Church,https://seton-parish.org/
St. Elizabeth Ann Seton Church,
St. Elizabeth's Church,https://stelizabethnyc.org/
St. Eugene's Church,https://csey.org
St. Frances de Chantal Church,https://sfdchantal.org
St. Frances of Rome - St. Anthony - St. Francis of Assisi - Our Lady of Grace - St. Mary: St. Frances of Rome Church,https://sfrbronx.org/
St. Frances of Rome - St. Anthony - St. Francis of Assisi - Our Lady of Grace - St. Mary: St. Francis of Assisi Mass Center,https://sfrbronx.org/
St. Francis de Sales Church,https://stfrancis96.org/
St. Francis of Assisi Church,https://stfrancis-assisi.org
St. Francis of Assisi Church,https://www.sfamountkisco.org/
St. Francis of Assisi Church,https://stfrancisnyc.org/
St. Francis Xavier - Our Lady of the Lake Church,https://sfxnarrowsburg.com
St. Francis Xavier Church,https://www.sfxavier.org/
St. Gabriel - St. Joseph: St. Gabriel Church,https://www.stgabrielstjoseph.org/
St. Gabriel - St. Joseph: St. Joseph Church,https://www.stgabrielstjoseph.org/
St. George – St. Francis: St. Francis Church,https://stgeorgestfrancis.org/
St. George – St. Francis: St. George Church,https://stgeorgestfrancis.org/
St. Gregory Barbarigo Church,https://stgregorybarbarigo.org
St. Gregory the Great Church,https://www.stgregorythegreatharrison.com/
St. Helena's Church,https://churchofsthelena.com
St. Ignatius Loyola Church,https://www.stignatiusloyola.org/
St. James the Apostle - Our Lady of the Lake Mount Carmel Church,https://stjamesapostle.org
St. Jean Baptiste Church,https://www.sjbny.org/
St. Jerome's Church,https://www.stjeromebronx.com/
St. Joachim - St. John the Evangelist Church,https://stjoachim-stjohn.org
St. Joan of Arc - Our Lady of Mount Carmel Church: Our Lady of Mount Carmel,https://www.joanofarcmtcarmel.org/
St. Joan of Arc - Our Lady of Mount Carmel: Joan of Arc Church,https://www.joanofarcmtcarmel.org/
St. Joan of Arc Church,https://stjoanofarcbronx.org/
St. John - St. Augustine and St. Francis de Sales Church: St. Francis de Sales,https://stfrancisdesalesphoenicia.com/
St. John - St. Augustine and St. Francis de Sales Church: St. John's,https://sjwoodstock.org
St. John - Visitation: St. John Church,https://www.stjohnvisitationparish.org/
St. John and St. Mary Church,https://www.sjsmrcc.com/
St. John Bosco: Corpus Christi Church,https://portchestercatholicchurch.org/
St. John Bosco: Our Lady of Rosary Church,https://portchestercatholicchurch.org
St. John Bosco: St. John Bosco Church,https://donboscopc.org/
St. John Chrysostom Church,https://sjcbronx.org
St. John Henry Newman Parish: Our Lady of the Sacred Heart Church,https://www.stjohnnewman.org/
St. John Henry Newman Parish: St. John the Baptist Church,https://www.stjohnnewman.org/
St. John the Baptist - Most Holy Trinity Church,https://sjbyonkers.org/
St. John the Evangelist - Our Lady of Mount Carmel: Our Lady of Mount Carmel Church,https://sjeolmc.org
St. John the Evangelist - Our Lady of Mount Carmel: St. John the Evangelist Church,https://sjeolmc.org
St. John the Evangelist - Our Lady of Peace Church,https://stjohnevannyc.com/
St. John the Evangelist - St. Charles Borromeo: St. Charles Borromeo Church,https://sjescb.org/
St. John the Evangelist - St. Charles Borromeo: St. John the Evangelist Church,https://sjescb.org/
St. John the Evangelist Church,https://sjtemahopac.org
St. John the Evangelist Church,https://sjegoshen.org/
St. Joseph & St. Mary Immaculate Parish,https://jmi.life/
St. Joseph - St. Boniface Church,https://stjosephspringvalley.org/
St. Joseph - St. Stanislaus: St. Stanislaus Parish Mission,https://stjosephfloridany.org/
St. Joseph - St. Thomas - St. John Neumann: St. Thomas Church and Parish Office,https://sjstsjn.org/
St. Joseph of the Holy Family Church,https://www.stjosephsharlem.com/
St. Joseph's - Immaculate Conception Church,https://stjosephmillbrookny.org/
St. Joseph's Church,https://stjosephgv.nyc/
St. Joseph's Church,https://stjosephsomers.org/
St. Joseph's Church,https://sjchurch.com/
St. Joseph's Church,https://stjosephyonkers.org/
St. Joseph's Church,https://stjosephwurtsboro.com/
St. Joseph's Church,https://stjosephfloridany.org
St. Joseph's Church,https://stjosephnewpaltz.org/
St. Joseph's Church,https://saintjosephsbronxville.org
St. Joseph's Church,https://saintjosephkingston.org/
St. Joseph's Church,https://www.stjosephsyorkville.org/
St. Jude's Church,https://churchofstjudeny.org/
St. Kateri Tekakwitha Church,https://saintkateriparish.com
St. Lawrence O'Toole Church,https://www.stlawrenceotoole.org/
St. Lucy's Church,https://stlucybronx.org
St. Luke's Church,https://stlukebronx.org
St. Malachy's Church,https://actorschapel.org/
St. Margaret Mary's Church,https://stmargaretmarychurchbronx.com/
St. Margaret of Antioch Church,https://smparish.com
St. Margaret of Cortona - St. Gabriel Church,https://stmargaretofcortona-stgabriel.com
St. Marianne Cope Parish: St. Thomas of Canterbury - St. Joseph,https://stmariannecope.com/
St. Mark the Evangelist Church,https://stmark138.com
St. Martin de Porres Church,https://stmartindeporres.org/
St. Martin of Tours Church,https://stmartinoftoursbronx.org/
St. Mary - Holy Name of Jesus - St. Peter Church,https://stmarystpeterkingston.org/
St. Mary - Our Lady of Mercy - St. James: St. Mary Church,https://stmarys-marlboro.com/
St. Mary - Our Lady of Mount Carmel Church,https://stmarys-ny.com/
St. Mary - St. Andrew - Our Lady of Lourdes Church,https://smsaparish.org
St. Mary - St. Joseph and Our Lady of Mt. Carmel Church,https://smsj-olmc.org
St. Mary of the Assumption Church,https://stmarykatonah.com
St. Mary of the Snow - St. Joseph - St. John the Evangelist: St. John the Evangelist Church,https://sjechurch.org/
St. Mary of the Snow - St. Joseph - St. John the Evangelist: St. Mary of the Snow - St. Joseph Church,https://stmaryofthesnow.org/
St. Mary's Church,https://stmarywappingers.org
St. Mary's Church,https://stmaryobernburg.org/
St. Mary's Church,https://saintmaryswashingtonville.com/
St. Mary's Church,https://www.saintmarygrand.org/
"St. Mary, Mother of the Church",https://saintmaryschurch-fishkill.org/
St. Matthew - Our Lady of Perpetual Help: Our Lady of Perpetual Help Church,https://stmolph.com/
St. Matthew - Our Lady of Perpetual Help: St. Matthew Church,https://stmolph.com/
St. Michael,https://stmichaelnyc.org/
St. Michael the Archangel Church,https://saintmichaels-cc.org/
St. Monica - St. Elizabeth of Hungary - St. Stephen of Hungary Church,https://www.stelmo79.org/
St. Monica - St. Elizabeth of Hungary - St. Stephen of Hungary: St. Elizabeth of Hungary Chapel,https://www.stelmo79.org/
St. Mother Teresa of Calcutta: Sacred Heart Church,https://stmotherteresanewburgh.com/
St. Mother Teresa of Calcutta: St. Francis of Assisi Church,https://stmotherteresanewburgh.com/
St. Nicholas of Tolentine Church,https://stnicholasoftolentinebronx.org/
St. Patrick - Our Lady of the Lake - St. Mary: Our Lady of the Lake Church,https://stpatrickstmary.com/
St. Patrick - Our Lady of the Lake - St. Mary: St. Patrick - St. Mary Church,https://stpatrickstmary.com/
St. Patrick's Cathedral,https://saintpatrickscathedral.org/
St. Patrick's Church,https://stpatrickssi.org
St. Patrick's Church,https://stpatricks-yorktown.org/
St. Patrick's Church,https://stpatrickny.org
St. Patrick's Church,https://stpatrickinarmonk.org/
St. Patrick's Church,https://stpatricksbedford.org
St. Paul - Holy Rosary Church,https://stpaulchurchive.org
St. Paul - St. Ann: St. Paul Church,https://www.spasaparish.org/
St. Paul the Apostle,https://www.stpaultheapostle.org/
St. Paul the Apostle Church,http://www.stpaulyonkers.org/
St. Peter,https://stpetersmonticello.org
St. Peter - Our Lady Help of Christians Church,https://stpeterrosendale.org/
St. Peter - Our Lady of the Rosary - St. Joseph's Chapel: St. Peter's Church,https://spcolr.org
St. Peter - St. Denis Church,https://spyonkers.com
St. Peter - St. Mary of the Assumption Church,https://stpeterstmary.us/
St. Peter and Assumption - St. Paul Church,https://assumptionstpaulsi.com/
St. Peter and Assumption - St. Paul: St. Peter Church,https://assumptionstpaulsi.com/
St. Peter's Church,https://stpetersparishny.com/
St. Philip Neri Church,https://church.stphilipneribronx.org
St. Pius X Church,http://www.saintpiusxchurch.com/
St. Raymond's Church,https://straymondparish.org
St. Rita of Cascia - St. Pius V Church,https://santaritabronx.com
St. Rita's Church,https://stritachurch.net/index.html
St. Rose of Lima Church,https://stroseoflimachurchnyc.org/
St. Simon of Stock - St. Joseph Church,https://saintsimonstockchurch.org
St. Stanislaus Bishop and Martyr Church,https://www.stanislauschurch.us/en/
St. Stanislaus Kostka Church,https://saintstanislaus.net/
St. Stanislaus Kostka Church,http://www.stanislawkostkasi.org/en/
St. Stephen the First Martyr Church,https://ststephenchurchwarwick.org
St. Sylvester's Church,https://stsylvestersi.org/
St. Teresa of Avila Church,https://stteresasleepyhollow.org
St. Teresa of the Infant Jesus - St. Nicholas Church,https://www.saintteresasi.org/
St. Teresa's Church,https://stteresany.org
St. Theresa of the Infant Jesus Church,https://sttheresachurchbronx.org/
St. Theresa Our Lady of the Wayside Church,http://sainttheresa.org/
St. Thomas Aquinas Church,https://stabronx.org/
St. Vincent Ferrer - St. Catherine of Siena Parish: St. Catherine of Siena,http://www.svsc.info/
St. Vincent Ferrer - St. Catherine of Siena Parish: St. Vincent Ferrer,http://www.svsc.info/
St. Vito - Most Holy Trinity Church,https://stvitomhtchurch.com
Sts. Cyril and Methodius - St. Raphael Church,https://croatianchurchnewyork.org/home/
Sts. John & Paul Church,http://www.sjpparish.org/
Sts. Peter & Paul - St. Ursula Church,https://stspeterpaulandstursula.org
Sts. Peter and Paul Church,Not Found
Sts. Philip and James Church,https://stsphilipandjameschurchbronx.org/
The Magdalene,http://churchofthemagdalene.org/
Transfiguration - St. James / St. Joseph: Transfiguration Church,https://www.transfigurationnyc.org/
Transfiguration Church,https://transfiguration-tarrytown.org
Assumption of the Blessed Virgin Mary Church,http://assumptionduncanok.com/
Blessed Sacrament Church,https://www.lawtoncatholic.com
Blessed Stanley Rother Shrine,https://rothershrine.org/
Cathedral of Our Lady of Perpetual Help,http://www.cathedralokc.org/
Christ the King Church,https://www.ckokc.org/
Church of the Epiphany of the Lord,http://www.epiphanyokc.com/
Church of the Good Shepherd,http://www.panhandlecatholic.org/
Corpus Christi Church,http://corpuschristichurchok.org/
Good Shepherd Church,Not Found
Holy Cross Church,Not Found
Holy Family Church,http://holyfamilylawton.org/
Holy Family Church (Syro-Malabar),http://holyfamilyok.org/
Holy Name Church,Not Found
Holy Name of Jesus Church,https://holynamechickasha.org/
Holy Spirit Catholic Church,http://www.holyspiritmustang.org/
Holy Trinity Church,https://www.holytrinityok.org/
Immaculate Conception Church,Not Found
Immaculate Conception Church,Not Found
Immaculate Heart of Mary Church,Not Found
Korean Martyrs Church,Not Found
Little Flower Church (Our Lady of Mt. Carmel And Saint Therese),https://littleflowerparishokc.org/
Mother of Sorrows Church,Not Found
Our Lady of Guadalupe Church,Not Found
Our Lady of Lebanon (Maronite Rite),http://www.maroniteok.org/
Our Lady of Perpetual Help Church,Not Found
Our Lady of Sorrows Church,http://www.ourladyofsorrowschandler.org
Our Lady of the Rosary Church,Not Found
Our Lady of Victory Church,https://olvpurcell.org/
Our Mother of Mercy Church,Not Found
Prince of Peace Church,http://www.princeofpeacealtus.org/
Queen of All Saints Church,Not Found
Sacred Heart Church,Not Found
Sacred Heart Church,https://www.sacredheartalva.org/
Sacred Heart Church,http://sacredheartelreno.com/
Sacred Heart Church,Not Found
Sacred Heart Church,Not Found
Sacred Heart Church,Not Found
Sacred Heart Church,Not Found
Sacred Heart Church,http://www.sacredheartokc.org/
Sacred Heart Church,http://www.panhandlecatholic.org
Saint Andrew Church,https://www.standrewmoore.com/
Saint Andrew Dung-Lac Church,Not Found
Saint Ann Church,https://stmarysclintonok.org/
Saint Ann Church,http://www.triparishok.com
Saint Ann Church,Not Found
Saint Anthony of Padua Church,Not Found
Saint Benedict Church,http://www.stbenedictchurch.net/
Saint Catherine of Siena Church,Not Found
Saint Charles Borromeo Church,https://www.stcharlesokc.org/
Saint Cornelius Church,Not Found
Saint Damien of Molokai Church - Latin Mass Community (Tridentine),http://www.stdamiens.com
Saint Eugene Catholic Church,https://www.steugenes.org/
Saint Eugene Church,http://www.steugenewf.com/
Saint Frances Cabrini Church,http://www.panhandlecatholic.org/
Saint Francis of Assisi Church,http://www.stmarypc.com
Saint Francis of Assisi Church,http://www.stfrancisokc.com/
Saint Francis Xavier Church,https://stfrancisenid.com/
Saint Francis Xavier Church,https://stjosephada.com/
Saint Gregory the Great Church,http://www.stgregoryenid.com/
Saint Helen Church,http://sthelenok.org/
Saint James the Greater Church,http://www.stjames-catholic.org/
Saint John Nepomuk Church,https://sjnok.org/
Saint John the Baptist Church,https://stjohn-catholic.org/
Saint Joseph Church,http://stjosephhennesseyok.com/
Saint Joseph Church,Not Found
Saint Joseph Church,Not Found
Saint Joseph Church,https://www.facebook.com/altarsocietykofc/?rf=111572045546519
Saint Joseph Church,https://stjosephada.com/
Saint Joseph Church,Not Found
Saint Joseph Church,Not Found
Saint Joseph Church,https://stjosephsok.org/
Saint Joseph Church,Not Found
Saint Joseph Old Cathedral,http://stjosepholdcathedral-oklahoma-city-ok-05-0282.weconnectonline.com/
Saint Louis Church,Not Found
Saint Margaret Mary Church,https://stmaryguthrie.com/
Saint Mark the Evangelist Church,http://www.saintmarknorman.org/
Saint Mary Assumption Church,Not Found
Saint Mary Catholic Church,https://www.stmarypc.com/
Saint Mary Church,Not Found
Saint Mary Church,Not Found
Saint Mary Church,http://www.stmarysclintonok.org/
Saint Mary Church,http://www.stmaryardmoreok.org/
Saint Mary Church,https://stmaryguthrie.com/
Saint Matthew Church,http://www.stmatthew.weconnect.com/
Saint Michael Church,Not Found
Saint Monica Church,https://www.stmonica-edmond.org/
Saint Patrick Church,https://www.saintpatrickokc.org/
Saint Patrick Church,Not Found
Saint Patrick Church,http://www.stpatrickanadarko.org
Saint Paul the Apostle Church,http://stpaulscatholic.org/
Saint Peter Church,http://www.stpeternwok.com/
Saint Peter Church,Not Found
Saint Peter the Apostle Church,http://www.panhandlecatholic.org/
Saint Philip Neri Church,http://stphilipnerimwc.org/
Saint Richard Church,Not Found
Saint Robert Bellarmine Church,http://strobertjones.org/
Saint Rose of Lima Church,Not Found
Saint Rose of Lima Church,Not Found
Saint Teresa of Avila Church,http://www.stteresaharrah.org/
Saint Thomas Apostle Church,Not Found
Saint Thomas More University Parish And Student Center,https://www.stm-ou.org/
Saint Vincent de Paul Church,Not Found
Saint Wenceslaus Church,Not Found
Saints Peter And Paul Church,https://www.stspeterandpaul.org/
Saints Peter And Paul Church,Not Found
1. Holy Cross Chapel,https://holycrosschapel.org
2. St. Joseph,https://www.saintjoseph.org/en/
3. Co-Cathedral of the Sacred Heart,https://www.sacredhearthouston.org
4. St. Stephen Church,https://www.saintjoseph.org
5. Annunciation Church,https://www.annunciationcc.org
6. St. Nicholas Church,https://stnicholashouston.org
7. Holy Name Church,https://holynamecatholichouston.org
8. Holy Rosary Church,https://www.holyrosaryparish.org
9. Our Lady of Guadalupe Church,https://www.olghouston.org
10. Blessed Sacrament Church,https://bsccarchgh.org
11. All Saints Church,https://allsaintsheights.com
12. Christ the King Church,https://www.ctkcc.org
13. Catholic Charismatic Center,https://www.cccgh.com
14. Our Mother of Mercy Church,https://www.ourmotherofmercy.net
15. St. Anne Church,https://www.saintanne.org
16. St. Mary of the Purification Church,https://www.stmaryshouston.net
17. St. Patrick Church,https://stpatrickhouston.com
18. Our Lady of Sorrows Church,https://www.ourladyhouston.org
19. St. Theresa Church,https://www.sttheresa.cc
20. St. Anne De Beaupre Church,Not Found
21. St. Peter the Apostle Church,https://stpeterhouston.org
22. Resurrection Church,https://rcchouston.org
23. Queen of Peace Church,https://www.qophouston.com
24. Immaculate Conception Church,https://icchouston.church
25. St. Francis of Assisi Church,https://stfrancisofhouston.org
26. La Divina Providencia,https://www.rcchouston.org
27. Immaculate Heart of Mary Church,https://www.immaculateheartofmary.org
28. St. Rose of Lima Church,https://www.stroselima.org
29. St. Vincent de Paul Church,https://www.svdp-houston.org
30. Our Lady of St. John Church,https://sites.google.com/view/virgendesanjuanhouston/home
31. St. Michael Church,https://www.stmichaelchurch.net
32. St. Charles Borromeo Church,https://stcharleshouston.org
33. St. Peter Claver Church,https://stpeterclaverhouston.com/
34. Our Lady Star of the Sea Church,https://www.olsoshoustontx.com
35. St. Alphonsus Church,https://stalphonsushouston.org
36. St. Francis Xavier Church,https://sfxhouston.com
37. Corpus Christi Church,https://ccparishhouston.org
38. Our Lady of Walsingham Church,https://www.olwcatholic.org
39. St. Philip of Jesus Church,https://www.stphilipofjesus.net
40. St. Ambrose Church,https://www.stambrosehouston.org
41. Holy Ghost Church,https://www.holyghostchurch.net
42. St. Christopher Church,https://www.stchristopherhouston.org
43. Assumption Church,https://www.houstonassumption.org
44. Our Lady of Mount Carmel Church,https://www.mtcarmelalive.org
45. St. Gregory the Great Church,https://stgregorygcc.com
46. Our Lady of Fatima Church (Galena Park),https://www.olfparishgp.org
47. St. Andrew Kim Church,https://www.stakim.org
48. St. Monica Church,https://www.stmonicahouston.com
49. St. Philip Neri Church,https://www.stphilipnerichurch.org
50. St. Jerome Church,https://www.stjeromehou.org
51. St. Cecilia Church,https://www.saintcecilia.org
52. St. Thomas More Church,https://www.stmhouston.org
53. Our Lady of Czestochowa Church,https://polishchurchhouston.com
54. St. Augustine Church,https://staugustinecc.org
55. St. Raphael the Archangel Church,https://www.archgh.org/parishes/st-raphael-the-archangel-church-houston/
56. Our Lady of Grace Church (South Houston),https://www.archgh.org/parishes/our-lady-of-grace-church-south-houston/
57. St. Francis de Sales Church,https://www.sfds-houston.org
58. St. Leo the Great Church,https://www.stleohouston.org
59. St. Pius V Church (Pasadena),https://www.stpiusvchurch.com
60. St. Benedict the Abbot Church,https://www.stbenedicthouston.org
61. Our Lady of Lourdes Church,https://www.loduc.org
62. St. Cyril of Alexandria Church,https://www.stcyrilhouston.org
"All Saints, Puyallup, 98371",https://www.allsaintsparish.com/
"Assumption, Seattle, 98115",https://www.assumptionseattle.com/
"Blessed Sacrament, Seattle, 98105",http://www.blessed-sacrament.org/
"Christ Our Hope, Seattle, 98101",https://www.christourhopeseattle.org/
"Christ the King, Seattle, 98133",https://parish.ckseattle.org/
"Church of the Assumption, Bellingham, 98225",http://www.assumption.org/
"Eastsound Station, Orcas Island, 98245",
"Holy Cross, Lake Stevens, 98258",http://www.hccclakestevens.org/
"Holy Cross, Tacoma, 98407",http://www.holycross-tacoma.org/
"Holy Disciples, Puyallup, 98374",http://www.holydisciples.org/
"Holy Family, Auburn, 98002",http://www.holyfamilyauburn.org/
"Holy Family, Kirkland, 98033",http://www.hfkparish.com/
"Holy Family, Seattle, 98106",http://www.hfseattle.org/
