pkParish,Parish,Website,Address,Email,PhoneNumber,ArchdioceseID
347,Holy Redeemer - Immaculate Conception Collaborative Parishes,https://www.hriccatholic.org,"{""St. Ann"": ""300 Main St., W. Newbury 01985"",""Nativity"": ""4 Green St., Merrimac 01860"",""Immaculate Conception"": ""42 Green St., Newburyport 01950""}",info@hriccatholic.org,(978) 462-2724,0
348,Holy Rosary Shrine,https://www.hrslawrence.org,"34 Common Street, Lawrence, MA 01840",info@hrslawrence.org,(978) 687-9047,0
349,Holy Trinity Parish,https://www.holytrinitylowell.org,"340 High Street Lowell, MA 01852",,(978) 452-2564,0
350,Holy Trinity Parish,https://www.holytrinityquincy.com,"227 Sea St Quincy, MA 02169",holytrinityquincyma@gmail.com,(617) 479-9200,0
351,Immaculate Conception Church,https://www.iclowell.org,"144 East Merrimack Street, Lowell, Massachusetts, 01852",iclowell@yahoo.com,(978) 458-1474,0
352,Immaculate Conception Parish,https://www.icmalden.org,"600 Pleasant Street, Malden, MA 02148, USA",office@icmalden.com,(781) 324-4941,0
353,Immaculate Conception,https://www.icmarlboro.org,"9 Washington Court, Marlborough, MA 01752",Parish Office,(508) 485-0016,0
354,Immaculate Conception Church,https://www.icrevere.org,133 Beach Street Revere MA 02151,,(617) 933-9230,0
355,Immaculate Conception & St. James,https://www.stoughtoncatholic.org,,,,0
356,Incarnation of Our Lord and Savior Jesus Christ,https://www.incarnationmelrose.org,"429 Upham Street, Melrose, MA 02176",,(781) 662-8844,0
357,Lourdes Center,https://www.lourdescenter.org,"698 Beacon Street, Boston, MA 02215",ourlady@courdescenter.org,(617) 536-2761,0
358,Madonna Queen of the Universe Shrine,https://www.madonnaqueen.com/,"142 Orient Ave. Boston, MA 02128",mqsboston@gmail.com,,0
359,Mary Immaculate of Lourdes Church,https://www.maryimmaculateoflourdesnewtonma.org,"270 Elliot Street, Newton, MA 02464",miolpastor@gmail.com,(617) 244-0558,0
360,"Mary, Queen of the Apostles Parish",https://www.mqoa.org,"158 Federal Street, Salem, MA 01970",info@mqoa.org,(978) 745-9060,0
361,Most Blessed Sacrament Parish,https://www.mbsparishwakefield.com,"Wakefield, MA",,,0
362,Most Holy Redeemer Church,https://www.mostholyredeemerboston.org,"65 London Street, Boston MA",info@mhrboston.org,(617) 567-3227,0
363,"Most Precious Blood, St. Anne, St. Pius X",https://www.bluehillscollaborative.org,"20 Como Rd. Hyde Park, MA 02136",admin@bluehillscollaborative.org,(857) 342-9500,0
364,Most Precious Blood & Saint Theresa Parish,https://www.mpb-stp.org,"{""Most Precious Blood"": {""Street"": ""30 Centre Street"",""City"": ""Dover"",""State"": ""MA"",""Zip"": ""02030""},""Saint Theresa"": {""Street"": ""35 S. Main Street"",""City"": ""Sherborn"",""State"": ""MA"",""Zip"": ""01770""}}",Pastoralassociate@mpb-stp.org,,0
365,Our Lady Comforter of the Afflicted,https://www.olca.org,"920 Trapelo Rd, North Waltham, Waltham, MA, 02452, United States",mymail@mailservice.com,(555) 555-5555,0
366,Parafia MB Cz\u0119stochowskiej w Bostonie,https://www.ourladyofczestochowa.com,"655 Dorchester Avenue, Boston, MA 02127",parish@ourladyofczestochowa.com,,0
367,Our Lady of Fatima Shrine,https://www.xaverianmissionaries.org/fatima-shrine-holliston-ma,"101 Summer Street, Holliston, MA 01746",holliston@xaverianmissionaries.org,,0
368,Our Lady of Fatima,https://www.ourladyoffatimapeabody.org,"50 Walsh Ave, Peabody, MA 01960, United States of America",mymail@mailservice.com,(978) 532-0272,0
369,Our Lady of Grace and Saint John the Evangelist,https://www.stjs.page,"{""St. John the Evangelist"": ""1 School Street, Townsend, MA 01469"",""St. Joseph"": ""28 Tarbell Street, Pepperell, MA 01463"",""St. James"": ""13 St. James Avenue, Groton, MA 01450""}",office@stjs.page,,0
370,Our Lady of Hope and Saint Paul Parishes,https://www.ourladysaintpaul.org,"{""Our Lady of Hope"": ""1 Pineswamp Road, Ipswich, MA"",""Saint Paul"": ""50 Union Street, South Hamilton, MA""}","{""Our Lady of Hope"": ""ourlady@ourladysaintpaul.org"",""Saint Paul"": ""stpaul@ourladysaintpaul.org""}",,0
371,St. Thomas Aquinas Parish,https://www.catholicjproxbury.com,"97 South Street, Jamaica Plain, MA 02130",stthosaq@comcast.net,(617) 524-0240,0
372,Our Lady of Mt. Carmel's Parish,https://www.olmcboston.org,"1548 Blue Hill Ave, Mattapan, MA 02126, United States of America",,(617) 298-0080,0
373,Boston\u2019s Basilica,https://www.bostonsbasilica.com,"1545 Tremont Street, Boston, MA 02120",,(617) 445-2600,0
374,Our Lady of Sorrows Parish,https://www.olossharon.org,"59 Cottage Street, Sharon, MA 02067",parish@olossharon.org,(781) 784-2265,0
375,Our Lady of the Airways,https://www.facebook.com/pages/Our-Lady-Of-The-Airways-Chapel-Logan-International-Airport/223761541052460,"320 Winthrop Street, Winthrop, MA, 02152",,(617) 567-2800,0
376,OUR LADY OF THE ASSUMPTION,https://www.olaeastboston.com,404 Sumner Street East Boston MA 02128,olaboston@gmail.com,,0
377,Saint Ann by the Sea,https://www.olamarshfield.org,"587 Ocean Street, Marshfield",info@olamarshfield.org,(781) 834-4953,0
378,Our Lady Star of the Sea,https://www.sosmarblehead.org,"85 Atlantic Avenue, Marblehead, MA 01945",sosrectory@verizon.net,(781) 631-0086,0
379,The Paulist Center,https://www.paulistcenter.org,"5 Park Street, Boston, MA 02108",info@paulistcenter.org,(617) 742-4460,0
380,Cardinal Cushing Centers,https://www.cushingcenters.org,"405 Washington St., Hanover, MA 02339",,(781) 826-6371,0
381,Sacred Heart Parish,https://www.sacredhearteb.org,"East Boston, MA",sacredhearteb@gmail.com,,0
382,Sacred Heart Roslindale,https://www.sh-roslindale.org,"169 Cummins Hwy, Roslindale, MA, United States",sacredheartparish@sh-roslindale.org,(617) 325-3322,0
383,Sacred Heart Catholic Parish,https://www.SacredHeart-Lexington.org,"16 Follen Road, Lexington, Massachusetts, 02421",,,0
384,Sacred Heart,https://www.sacredheart311.com,"311 River Street, Waltham, MA 02453",SacredHeartWaltham@gmail.com,(781) 899-0469,0
385,The Watertown Catholic Collaborative of Sacred Heart and Saint Patrick,https://www.facebook.com/WatertownCatholicCollaborative/,"26R Chestnut Street, Watertown, MA, United States, 02472",office@watertowncatholic.com,(617) 926-9680,0
386,St. Adelaide Parish,https://www.saintadelaide.com,"712 Lowell Street, Peabody, MA 01960",info@saintadelaide.org,(978) 535-1985,0
387,St. Agnes Parish,https://www.agnesandrose.org,"22 Boston Street Middleton, MA 01949",info@agnesandrose.org,(978) 774-1958,0
388,Saint Albert the Great & Saint Francis Xavier Collaborative,https://www.sagsfx.org,"236 Pleasant Street, Weymouth, MA 02190",,,0
389,St. Andr\u00e9 Bessette,https://www.StAndreB.org,"11 Sparhawk St., Amesbury, MA. 01913",,(978) 388-0330,0
390,Together in Christ Collaborative,https://www.mobilesawb.com,"103 No. Main Street, West Bridgewater, MA 02379",stanns@comcast.net,(508) 586-4880,0
391,Saint Anselm Catholic Church,https://www.stanselmsudbury.org,"100 Landham Road, Sudbury MA 01776",stanselm@verizon.net,(978) 443-8981,0
392,St. Anthony Shrine,https://www.stanthonyshrine.org,"100 Arch Street, Boston MA 02110",info@stanthonyshrine.org,(617) 542-6440,0
393,St. Anthony Parish / Igreja de Santo Ant\u00f3nio,https://www.stanthonylowell.org/,"893 Central St. Lowell, MA 01852, USA",,,0
394,St. Anthony of Padua & Saint Barbara,https://www.woburncatholic.org,"851 Main Street, Woburn, MA 01801 & 138 Cambridge Road, Woburn, MA, 01801-4772",office@woburncatholic.org,(781) 933-4130,0
395,St. Antoine Daveluy Korean Parish,https://www.stdaveluychurch.org,"45 Ash St, Newton, MA 02466, United States of America",office@bostonkoreancatholic.org,(617) 558-2711,0
396,Congregation of St. Athanasius,https://www.congregationstathanasius.com/,"101 Willow Street, Reading, MA 01867",sjrusso@icloud.com,,0
397,St. Augustine Parish,https://www.staugustineparish.org,"43 Essex St, Andover, MA 01810",info@staugustineparish.org,(978) 475-0050,0
398,Saint Benedict Parish,https://www.stbenedictps.org,"25 Arlington Street, Somerville, MA 02145",media.stbenedictsp@gmail.com,,0
399,Saint Bernadette Catholic Church,https://www.stbernadette.us,"1031 North Main Street, Randolph, MA 02368",office@stbernadette.us,(781) 963-1327,0
400,Saint Brigid Catholic Church,https://www.stbrigidlexington.org,"2001 Massachusetts Ave, Lexington, MA 02421, United States of America",info@stbrigidlexington.org,(781) 862-0335,0
401,Saint Cecilia Parish,https://www.stceciliaboston.org,"18 Belvidere Street, Boston, Massachusetts 02115",info@stceciliaboston.org,(617) 536-4548,0
402,Saint Christine's Parish,https://www.saintchristines.org,"1295 Main St. (Rt 3A) Marshfield, MA. 02050",,(781) 834-6003,0
403,St Francis of Assisi Church and St Clare Church,https://www.braintreecatholic.org,"856 Washington Street Braintree, MA 02184",parish@sfab.org,(781) 843-1332,0
404,St. Clement Eucharistic Shrine,https://www.omvusa.org/st-clement-shrine/,"1105 Boylston Street, Boston, MA 02215",stclement@omvusa.org,,0
405,St. Columbkille Parish,https://www.brightoncatholic.org,"321 Market Street, Brighton, MA 02135, U.S.A.",office@brightoncatholic.org,(617) 782-5774,0
406,Apple Valley Catholic Community St. Elizabeth of Hungary & St. Isidore Parishes,https://www.applevalleycatholic.org/,"89 Arlington Street, Acton MA 01720",TrinaT@avcatholic.org,(978) 263-4305,0
407,St. Francis Chapel,https://www.omvusa.org/st-francis-chapel/,"800 Boylston Street Suite 1001 Boston, MA 02199",stfrancis@omvusa.org,(617) 437-7117,0
408,St. Mary - St. Catherine of Siena,https://www.stmarystcatherine.org/,"{""St. Mary"": ""55 Warren St."",""St. Francis de Sales"": ""313 Bunker Hill St."",""Parish Center"": ""46 Winthrop Street"",""Charlestown"": ""Charlestown, Massachusetts 02129""}","[""info@charlestowncatholic.org"",""jvolpe@stmarystcatherine.org"",""jeangrace@yahoo.com"",""javolpay@gmail.com"",""tmacdonald@stmarystcatherine.org""]",,0
409,St. Gabriel the Archangel Parish,https://www.stgabrielhaverhill.org,"6 Cottage Street, Haverhill MA 01830",,(978) 372-8537,0
410,St. Gregory Parish,https://www.stgregoryparish.com,"2223 Dorchester Ave, Dorchester MA 02124",stgregoryparish@gmail.com,(617) 298-2460,0
411,Saint Ignatius of Loyola Parish,https://www.stignatiuschestnuthill.org,"28 Commonwealth Avenue, Chestnut Hill, MA 02467",ignatius@bc.edu,(617) 552-6100,0
412,Holy Family & Saint Irene Parishes,https://www.cc-catholic.org,,,,0
413,Apple Valley Catholic Community St. Elizabeth of Hungary & St. Isidore Parishes,https://www.applevalleycatholic.org,"89 Arlington Street, Acton MA 01720",TrinaT@avcatholic.org,(978) 263-4305,0
414,St. James the Greater Church,https://www.bcccstjames.org,"125 Harrison Ave., Boston, MA 02111",info@bcccstjames.org,(617) 542-8498,0
415,St. John the Baptist and St. Joseph Parish Collaborative,https://www.saintjsquincy.org,,,,0
416,Beverly Catholic Collaborative,https://www.beverlycatholic.com,"552 Cabot St., Beverly MA 01915",office@beverlycatholic.com,(978) 922-5542,0
417,St. John the Evangelist Church,https://www.stjohncambridge.org,"2254 Massachusetts Avenue, North Cambridge, MA 02140",info@stjohncambridge.org,(617) 547-4880,0
418,Saint John the Evangelist Parish,https://www.stjohneb.org,"210 Central St., East Bridgewater, MA 02333",stjohnebridge@comcast.net,(508) 378-4207,0
419,St. John the Evangelist Parish,https://www.stjohnhopkinton.com,"20 Church Street Hopkinton, MA 01748",stjohnshopkinton@verizon.net,(508) 435-3313,0
420,St. John the Evangelist Parish,https://www.sjspwellesley.org,"{""street"": ""9 Glen Road"",""city"": ""Wellesley"",""state"": ""MA"",""zip"": ""02481""}",stjohnwellesley@stjohnwellesley.org,(781) 235-0045,0
421,St. Joseph and St. Luke,https://www.newroadscatholic.org,,,,0
422,St. Joseph Parish,https://www.stjosephboston.org,"68 William Cardinal O'Connell Way, Boston, MA 02114",outreach@stjosephboston.org,(617) 523-4342,0
423,St. Joseph Parish,https://www.stjosephholbrook.org,"153 SOUTH FRANKLIN STREET HOLBROOK, MA 02343",,(781) 767-0605,0
424,Sts. Mary & Joseph Collaborative,https://www.stsmaryjoseph.org,,,(781) 585-6679,0
425,Saint Joseph,https://www.saintjosephlynn.org,"{""Parish Office & Parish Hall"": ""29 Green Street, Lynn, MA 01902"",""Rectory"": ""40 Green Street, Lynn, MA 01902"",""Church & Mater Dei Chapel"": ""115 Union Street, Lynn, MA 01902"",""Parish Center & Saint Joseph's Chapel"": ""43 Green Street, Lynn, MA 01902""}",office@saintjosephlynn.org,(781) 599-7040,0
426,St. Joseph Parish,https://www.stjosephparishmalden.com,"790 Salem St, Malden, MA 02148",stjosephs2@comcast.net,(781) 324-0402,0
427,St. Joseph\u2019s Catholic School,https://www.stjoes.com,"825 W. Fort Street, Boise, ID 83702",info@stjoes.com,(208) 342-4909,0
428,St Joseph Parish,https://www.stjosephwakefield.org,"173 Albion Street, Wakefield, MA 01880",mnordeen@yahoo.com,,0
429,St. Joseph the Worker Shrine,https://www.stjosephshrine.org,,AureaTorres@stjosephshrine.org,(978) 458-6346,0
430,St. Julia Parish,https://www.stjulia.org,"374 Boston Post Rd, Weston, MA 02493",parish@stjulia.org,(781) 899-2611,0
431,St. Katharine Drexel Church,https://www.stkdparish.org,"517 Blue Hill Avenue, Dorchester, MA 02121",info@stkdparish.org,(617) 445-8915,0
432,St. Lucy and St. Monica,https://www.methuencatholic.org,"254 Merrimack Street, Methuen, MA 01844",methuencatholic@gmail.com,(978) 683-1193,0
433,St. Mary's of the Assumption,https://www.stmarysdedham.com,,saintmarysadoration@gmail.com,(781) 326-0550,0
434,St. Mary Parish,https://www.stmarysfranklin.org,"One Church Square, Franklin, MA 02038",,(508) 528-0020,0
435,St. Mary\u2019s Parish,https://www.stmarysholliston.com,"8 Church St, Holliston, MA 01746",st.marys1870@gmail.com,,0
436,St. Mary - St. Catherine of Siena,https://www.stmarystcatherine.org,"{""St. Mary"": ""55 Warren St."",""St. Francis de Sales"": ""313 Bunker Hill St."",""Parish Center"": ""46 Winthrop Street"",""Charlestown"": ""Charlestown, Massachusetts 02129""}","[""info@charlestowncatholic.org"",""jvolpe@stmarystcatherine.org"",""javolpay@gmail.com"",""jeangrace@yahoo.com""]",,0
437,Saint Mary of the Annunciation Parish,https://www.stmarysmelrose.org,"46 Myrtle Street, Melrose, MA 02176",marjk50@comcast.net,(781) 665-0152,0
438,St. Joseph Parish,https://www.stmichaelavon.org,"153 SOUTH FRANKLIN STREET HOLBROOK, MA 02343",,(781) 767-0605,0
439,Saint Michael the Archangel Parish,https://www.stmikes.org,"21 Manning St, Hudson, MA 01749",,(978) 562-2552,0
440,Saint Michael Parish,https://www.saint-michael.com,"543 Bridge St, Lowell, MA 01850, United States of America",mymail@mailservice.com,(555) 555-5555,0
441,St. Michael The Archangel Parish,https://www.stmichaelwinthrop.org/,"320 Winthrop Street, Winthrop MA",info@stmichaelwinthrop.org,(617) 846-7400,0
442,St. Oscar Romero Parish,https://www.cantoncatholic.org,"700 Washington Street, Canton, MA 02021",welcome@cantoncatholic.org,(781) 828-0090,0
443,Saint Patrick's Church,https://www.stpatrickbrockton.com,"335 Main Street, Brockton, MA 02301",fr.przemyslaw@stpatrickbrockton.com,(617) 533-0061,0
444,Saint Patrick Parish,https://www.saintpatrickparish.com,118 South Broadway Lawrence MA 01843,stpatslawrence@gmail.com,(978) 683-9416,0
445,St. Patrick Parish,https://www.stpatricklowell.org,"282 Suffolk St. Lowell, MA 01854",stpatricklowell@comcast.net,(978) 459-0561,0
446,St. Patrick Parish,https://www.stpatrickstoneham.org,"71 Central St. Stoneham, MA 02180",stpatstone@aol.com,(781) 438-0960,0
447,St. Paul's Parish,https://www.stpaulsharvardsquare.org,"29 Mount Auburn Street, Cambridge, MA 02138",info@stpaulparish.org,(617) 491-8400,0
448,Saint Peter Parish,https://www.saintpetercambridge.org,"100 Concord Ave, Cambridge, MA 02138",office@saintpetercambridge.org,(617) 547-4235,0
449,St. Raphael Parish,https://www.saintraphaelparish.org,"514 High Street, Medford, MA 02155",SimplyCanine@gmail.com,(781) 488-5444,0
450,Saint Stephen Parish,https://www.ststephenparish.org,"221 Concord St, Framingham Massachusetts 01702",,(508) 875-4788,0
451,Saint Susanna,https://www.saintsusanna.org,,saintsusanna@hotmail.com,,0
452,Paroquia Sao Tarcisio,https://www.paroquiasaotarcisio.org,"562 Waverly St, Framingham, MA 01702",brazilian.american.center@gmail.com,,0
453,Saint Theresa of Avila Parish,https://www.sttheresaparishboston.com,"2078 Centre St. West Roxbury, MA 02132",sttoffice24@gmail.com,(617) 325-1300,0
454,Carmelite Chapel in the Northshore Mall,https://www.carmelitepeabody.com,"210 Andover Street, Peabody, MA 01960",,(978) 531-8340,0
455,St. Thomas Aquinas Parish,https://www.stthomasaquinas.com,"103 Center St, Bridgewater, MA 02324",stthomasaquinas@sta-parish.org,(508) 697-9528,0
456,St. Thomas the Apostle Parish,https://www.saintthomasparish.org,,saintthomasapostle@verizon.net,(508) 376-2621,0
457,St. Veronica Parish,https://www.stveronicama.org,"{""St. Margaret Church"": ""111 Winn St, Burlington, MA, United States"",""St. Malachy Church"": ""99 Bedford St, Burlington, MA, United States""}",,,0
458,St. William of York,https://www.stwilliamparish.org,"1351 Main St. Tewksbury, MA 01876",stwilliams.office@gmail.com,(978) 851-7331,0
459,Parish of the Transfiguration,https://www.parishofthetransfiguration.org,"11 Harnden St., Wilmington, MA 01887",,(978) 658-4665,0
460,Visitation Parish,https://www.mecatholic.org,"62 School St. Manchester-by-the-Sea, Ma 01944",,(978) 526-1263,0
461,All Saints Catholic Parish,https://www.allsaints-stpeters.org,"7 McMenamy Road, St. Peters, MO 63376",asparish@allsaints-stpeters.org,(636) 397-1440,0
462,Christ the King Parish,https://www.ctkstl.com/,"7316 Balson Avenue, University City, MO, 63130, United States",rectory@ctkstl.com,(314) 721-8737,0
463,All Souls Parish,https://www.allsoulsoverland.org,"9550 Tennyson Ave, Overland, MO 63114, United States",,(314) 427-0442,0
464,Annunciation Church,https://www.goannunciation.com,"12 West Glendale, Webster Groves, MO 63119",,(314) 962-5955,0
465,Church of the Annunziata,https://www.annunziata.org,"9305 Clayton Road, St. Louis, Missouri 63124",,(314) 993-4422,0
466,Ascension Catholic Church,https://www.ascensionchesterfield.org,"230 Santa Maria Drive, Chesterfield, MO 63005",parishoffice@asc.church,(636) 532-3304,0
467,Assumption of the Blessed Virgin Mary Parish,https://www.assumptionbvm.org,"403 N Main St, O'Fallon, MO 63366",,(636) 240-3721,0
468,"Basilica of Saint Louis, King of France",https://www.oldcathedralstl.org/,"209 Walnut Street, St. Louis, MO 63102",oldcathedral@att.net,(314) 231-3250,0
469,Sacred Heart Parish,https://www.sacredheartflorissant.org/,"751 N. Jefferson Street, Florissant, MO 63031",gshocklee@sh-flo.org,(314) 837-3757,0
470,The Cathedral Basilica of St. Louis,https://www.cathedralstl.org,"4431 Lindell Blvd, St. Louis, MO 63108",parish@cathedralstl.org,(314) 373-8200,0
471,St. Vincent de Paul,https://www.svdepaul.org/Christ-The-Savior/Christ-the-Savior-Home/,"1010 Rosati Ct, Perryville, MO 63775",svdepaul@svdepaul.org,(573) 547-4300,0
472,"Christ, Prince of Peace",https://www.christprinceofpeace.com,"415 Weidman Rd. Manchester, Mo. 63011",,(636) 391-1307,0
473,Good Shepherd Catholic Church,https://www.mygoodshepherd.com/,"703 Third Street, Hillsboro, MO 63050","[""parishoffice@mygoodshepherd.com"",""frboehm@olparish.org"",""frlian@olparish.org"",""lkeating@mygoodshepherd.com"",""deaconpaul@mygoodshepherd.com"",""draidt@mygoodshepherd.com"",""deacongene@mygoodshepherd.com"",""youthgroup@mygoodshepherd.com""]",,0
474,Holy Infant Catholic Church,https://www.holyinfantballwin.org,"627 Dennison Dr., Ballwin MO 63021",parishoffice@holyinfantballwin.org,(636) 227-7440,0
475,Holy Redeemer Catholic Church,https://www.holyr.org/,"17 Joy Ave St. Louis, MO 63119",parishoffice@holyr.org,(314) 962-0038,0
476,Holy Spirit Parish,https://www.holyspiritstl.org/,"3130 Parkwood Ln, Maryland Heights MO 63043",kkoberlein@holyspiritstl.org,(314) 739-0230,0
477,Immacolata Catholic Church,https://www.immacolata.org,"8900 Clayton Rd. St. Louis, MO 63117",contactus@immacolata.org,(314) 991-5700,0
478,St. Vincent de Paul Parish,https://www.sv-ic.org,"Dutzow, MO",svschool@centurytel.net,(636) 433-2678,0
479,Immaculate Conception of Dardenne,https://www.icdparish.org/,"7701 Town Square Avenue, Dardenne Prairie, MO 63368",msgrted.wojcicki@icdparish.org,(636) 561-6611,0
480,Immaculate Conception,https://www.icsja.org/,Bismark,,,0
481,IMMACULATE CONCEPTION CATHOLIC CHURCH,https://www.immaculatecunion.org,"100 North Washington Union, Missouri 63084",icunionoffice@gmail.com,(636) 583-5144,0
482,Immaculate Heart of Mary,https://www.ihm-newmelle.org,"8 West Highway D, PO Box 100, New Melle, MO 63365",smueller@ihm-newmelle.org,(636) 398-5270,0
483,Immaculate Heart of Mary,https://www.ihm-stl.org,"4092 Blow Street - St. Louis, Missouri 63116",webmaster@ihm-stl.org,,0
484,Most Sacred Heart,https://www.sacredhearteureka.org,"350 E. 4th Street, Eureka, Mo 63025",parishsecretary@sacredhearteureka.org,(636) 938-5048,0
485,The Oratory of Ss. Gregory & Augustine,https://www.stlouislatinmass.com/,"7230 Dale Ave, Richmond Heights, MO 63117",info@stlouislatinmass.com,(314) 644-2144,0
486,Our Lady Catholic Church,https://www.ourladyfestus.org,"1550 St. Mary Lane, Festus, MO 63028",info@olparish.org,(636) 937-5513,0
487,Our Lady of Guadalupe Parish,https://www.guadalupestl.org,"1115 S. Florissant Rd, St Louis, MO 63121",pastor@guadalupestl.org,(314) 522-9264,0
488,Our Lady of Lourdes Parish,https://www.ollwashmo.org,"1014 Madison Avenue, Washington, MO 63090",rectory@ollwashmo.org,(636) 239-3520,0
489,Our Lady of Providence,https://www.olpstl.org,"8866 Pardee Road, St. Louis, MO 63123",ladyprov@olpstl.org,(314) 843-3570,0
490,Our Lady of the Holy Cross,https://www.olhcstl.org,,,,0
491,Our Lady of the Pillar Catholic Church,https://www.olpillar.com,"401 S. Lindbergh Blvd. St. Louis, MO 63131",,(314) 993-2280,0
492,St. Ann Catholic Church,https://www.stannchurch-stl.org/,"7530 Natural Bridge Road, St. Louis, MO 63121",markmadden@archstl.org,(314) 385-5090,0
493,St. Vincent de Paul,https://www.svdepaul.org/Our-Lady-of-Victory/Our-Lady-of-Victory-Home/,"1010 Rosati Ct, Perryville, MO 63775",svdepaul@svdepaul.org,(573) 547-4300,0
494,Our Lady Queen of Peace,https://www.olqpmo.org/,"4696 Notre Dame Lane, House Springs, Missouri 63051",office@olqpmo.org,(636) 671-3062,0
495,Queen of All Saints Catholic Church,https://www.qasstl.org/,"6603 Christopher Dr. / St. Louis, MO 63129",queenparish@qasstl.org,(314) 846-8207,0
496,Gi\u00e1o X\u1ee9 Ch\u00faa Ph\u1ee5c Sinh,https://www.chuaphucsinh.net,"3900 Meramec Street; St. Louis, MO 63116",,(314) 832-7023,0
497,Sacred Heart Parish,https://www.sacredheartflorissant.org,"751 N. Jefferson Street, Florissant, MO 63031",gshocklee@sh-flo.org,(314) 837-3757,0
498,Sacred Heart Parish,https://www.sacredhearttroy.org,"100 Thompson Dr., Troy, MO 63379",,(636) 528-8219,0
499,Seven Holy Founders,https://www.foundersaffton.org,"6741 S Rock Hill Rd, St Louis, MO, 63123, United States",,(314) 638-3938,0
500,St. Agatha Polish Roman Catholic Parish,https://www.polishchurchstlouis.org,"3239 South 9th Street (at Utah), St. Louis, MO 63118-2629",parishoffice@polishchurchstlouis.org,(314) 772-1603,0
501,St. Alban Roe Catholic Church,https://www.stalbanroe.org/,"2001 Shepard Road, Wildwood, MO 63038",,(636) 458-2977,0
502,"St. Alphonsus Liguori \""Rock\"" Catholic Church",https://www.stalphonsusrock.org,"1118 N Grand Blvd, St. Louis, MO 63106",parish130@archstl.org,(314) 533-0304,0
503,St. Ambrose Catholic Church,https://www.stambroseonthehill.com,"5130 Wilson Ave, St. Louis, MO 63110",frjack@stambroseonthehill.com,(314) 771-1228,0
504,St. Mark & St. Martin of Tours Parishes,https://www.stmarkstl.com,"4220 Ripa Ave. St. Louis, MO 63125",jlivengood@stmarkstl.com,(314) 743-8600,0
505,St. Angela Merici,https://www.saintangelamerici.org/,"3860 N. Highway 67, Florissant, MO 63034",,(314) 838-6565,0
506,St. Anselm Parish,https://www.stanselmstl.org,"530 S Mason Rd. Creve Coeur, MO 63141",,(314) 878-2120,0
507,St. Anthony Catholic Parish,https://www.stanthonysullivan.com,"201 West Springfield Road, Sullivan, MO 63080",rkaufman@stanthonysullivan.com,(573) 468-6101,0
508,St. Anthony of Padua,https://www.stanthonyofpaduastl.com,"3140 Meramec Street, St. Louis, MO 63118",StAnthonyofPaduaSTL@gmail.com,(314) 353-7470,0
509,St. Augustine Catholic Church,https://www.st-augustine-stl.org,"1371 Hamilton Ave. St. Louis, MO. 63112",st.augustine.cc.stl@gmail.com,(314) 385-1934,0
510,Assumption of the Blessed Virgin Mary Parish,https://www.assumptionbvm.org/,"403 N Main St, O'Fallon, MO 63366",hwoytus@abvmtech.org,(636) 240-3721,0
511,St. Catherine Laboure Catholic Church,https://www.sclparish.org,"9740 Sappington Road, St. Louis, MO 63128",information@sclparish.org,(314) 843-3245,0
512,St. Joseph Catholic Church,https://www.stjosephfarmington.com/,"Farmington, MO",secretary@stjosephfarmington.com,(573) 756-4250,0
513,St. Cecilia Catholic Church,https://www.stceciliaparishstl.org/,"5418 Louisiana Ave. St. Louis, MO 63111",heather@stceciliaparishstl.org,(314) 351-1318,0
514,St. Charles Borromeo Catholic Parish,https://www.borromeoparish.com,"601 N. Fourth St. St. Charles, MO 63301",office@borromeoparish.com,(636) 946-1893,0
515,St. Clement of Rome Catholic Church,https://www.stclementcatholicchurch.org,"1510 Bopp Road, Des Peres, MO 63131",,(314) 965-0709,0
516,St. Cletus Catholic Church,https://www.saintcletus.org/,"2705 Zumbehl Road, St. Charles, MO 63301",secretary@saintcletus.org,(636) 946-6327,0
517,Holy Family Parish,https://www.stdavidarnold.org/,2300 Church Road Arnold MO 63010,parishsecretary@holyfamilyarnold.org,,0
518,St. Elizabeth Ann Seton,https://www.setonscene.org,"2 Seton Court St. Charles, MO 63303",,(636) 946-6717,0
519,St. Elizabeth Parish,https://www.stelizabethhungary.org/,"1420 S. Sappington Road, Crestwood, MO 63126",steeliz@straymond-mc.org,(314) 968-0760,0
520,St. Francis Borgia Parish,https://www.borgiaparish.org,"115 Cedar Street, Washington, MO 63090",jkidwell@borgiaparish.org,(636) 239-6701,0
521,St. Francis of Assisi Catholic Church,https://www.sfastl.org,"4556 Telegraph Road, St. Louis, MO 63129",parishoffice@sfastl.org,(314) 487-5736,0
522,St. Charles Borromeo Catholic Parish,https://www.borromeoparish.com/,"601 N. Fourth St. St. Charles, MO 63301",office@borromeoparish.com,(636) 946-1893,0
523,St. Francis Xavier,https://www.sfxstl.org/,"3628 Lindell Blvd, St. Louis, MO 63108-3302",church@sfxstl.org,(314) 977-7300,0
524,St. Gabriel the Archangel,https://www.stgabrielstl.org,"6303 Nottingham Ave. St. Louis, MO 63109",websupport@stgabrielstl.org,(314) 353-6303,0
525,Saint Gerard Majella Parish,https://www.sgmparish.org,"1969 Dougherty Ferry Road, Kirkwood, MO 63122",,(314) 965-3985,0
526,St. Ignatius of Loyola Parish,https://www.saintig.com/,"19127 Mill Road, Marthasville, MO 63357",info@saintig.com,(636) 932-4445,0
